Account_Num,Loan_Type,Property_Type,Units,LTV,ARV,LTC,Interest_Rate,Monthly_Payment,Origination_Fee,Service_Fee,Location,Occupancy,Developmental_Stage,Repeat_Borrower,Credit_Score,Credit_Rating,Sponsor_Track_Record,Sponsor_Experience,Risk_Grade,Risk_Score,Status
1891,Purchase,Residential,1,85.09%,72.29%,79.69%,9.00%,3795,1.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,B+,14,1
1892,Refinance,Residential,1,74.89%,0.00%,88.00%,8.50%,12466.67,1.00%,0.00%,Suburban,Hign,Stabilized,Yes,680-699,High Acceptable,$10-40 Million,Very Experienced,A,9,3
1893,Refinance(CEMA),Mixed Use,6,66.67%,67.76%,85.10%,9.50%,10996.25,1.00%,0.00%,Urban,Low,Value-Add,No,760-850,Excellent,< $10 Million,Moderate Experience,A-,12,1
1894,Refinance(CEMA),Residential,2,70.00%,57.40%,119.75%,9.25%,26547.5,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A-,12,10
1895,Refinance,Multi-Family,5,57.87%,56.45%,79.44%,8.00%,4666.67,1.25%,0.00%,Urban,Hign,Stabilized,No,760-850,Excellent,< $10 Million,Experienced,A+,7,1
1896,Purchase,Residential,1,80.00%,64.02%,85.28%,9.25%,3237.5,0.50%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Moderate Experience,B+,14,3
1897,Purchase,Residential,3,80.48%,54.92%,85.04%,8.75%,2362.5,1.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Experienced,A-,13,1
1898,Refinance,Residential,1,69.33%,42.19%,70.08%,9.25%,1541.67,1.50%,0.00%,Urban,Low,Value-Add,No,620-649,Very Poor,< $10 Million,Experienced,B+,15,1
1899,Refinance,Portfolio,0,65.64%,75.00%,207.83%,9.25%,13296.88,1.00%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,B+,14,3
1900,Refinance,Commercial,1,34.29%,0.00%,480.00%,12.00%,6000,3.00%,2.00%,Suburban,Hign,Stabilized,No,700-759,Good,< $10 Million,New to Market/Phase,A,10,2
1901,Refinance,Residential,1,74.44%,51.54%,69.07%,7.50%,418.75,3.00%,0.00%,Urban,Hign,Stabilized,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,3,1
1902,Refinance,Residential,1,75.00%,0.00%,106.29%,7.50%,581.25,3.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,6,1
1903,Refinance,Residential,1,75.20%,0.00%,107.43%,7.50%,587.5,3.00%,0.00%,Urban,Hign,Stabilized,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,3,1
1904,Refinance,Residential,1,75.20%,0.00%,107.43%,7.50%,587.5,3.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,6,1
1905,Refinance,Residential,1,27.27%,32.73%,43.90%,9.00%,675,3.00%,0.00%,Suburban,Low,Value-Add,No,650-679,Low Acceptable,< $10 Million,Moderate Experience,B+,14,1
1906,Purchase,Multi-Family,19,73.68%,70.09%,76.14%,10.00%,6250,2.00%,0.00%,Urban,Low,Value-Add,No,760-850,Excellent,< $10 Million,Experienced,A-,12,1
1907,Purchase,Residential,3,80.00%,57.33%,76.51%,8.50%,17970.42,1.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Moderate Experience,B+,14,2
1908,Refinance,Mixed Use,10,60.00%,0.00%,126.32%,8.50%,7650,1.00%,0.00%,Urban,Hign,Stabilized,Yes,700-759,Good,< $10 Million,Experienced,A,9,7
1909,Purchase,Commercial,1,67.08%,0.00%,70.00%,11.00%,7379.17,3.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Very Experienced,A,9,4
1910,Purchase,Multi-Family,14,70.00%,0.00%,66.51%,9.25%,3291.46,1.50%,0.00%,Suburban,Hign,Stabilized,Yes,700-759,Good,< $10 Million,Experienced,A,11,10
1911,Purchase,Residential,1,80.79%,63.71%,84.94%,9.50%,12104.58,3.00%,0.25%,Suburban,Low,Value-Add,No,680-699,High Acceptable,< $10 Million,Moderate Experience,B-,17,2
1912,Purchase,Commercial,1,80.00%,70.00%,78.14%,9.25%,19425,1.00%,0.50%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A-,13,2
1913,Purchase,Portfolio,0,63.18%,0.00%,465.00%,8.75%,3390.63,2.00%,0.00%,Suburban,Low,Value-Add,No,760-850,Excellent,< $10 Million,Experienced,A-,12,1
1914,Purchase,Mixed Use,6,47.19%,0.00%,50.00%,8.50%,7437.5,1.00%,0.00%,Urban,Low,Value-Add,No,700-759,Good,$10-40 Million,Experienced,A,9,1
1915,Purchase,Residential,1,73.51%,62.50%,85.11%,8.75%,1458.33,2.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,B+,14,1
1916,Refinance(CEMA),Mixed Use,2,75.02%,70.16%,73.47%,9.50%,16023.33,1.00%,1.00%,Urban,Low,Value-Add,No,760-850,Excellent,$10-40 Million,Experienced,A,11,2
1917,Purchase,Multi-Family,15,66.67%,65.00%,71.81%,10.00%,13541.67,4.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$10-40 Million,Experienced,A,10,2
1918,Refinance,Mixed Use,12,21.35%,0.00%,109.09%,8.99%,13485,1.00%,0.99%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,A,11,5
1919,Purchase,Mixed Use,4,75.12%,66.94%,74.80%,9.25%,2528.33,2.00%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,B+,15,1
1920,Refinance,Portfolio,0,58.03%,61.72%,85.15%,10.00%,20775,2.00%,0.25%,Suburban,Low,Value-Add,No,680-699,High Acceptable,< $10 Million,Very Experienced,A,11,5
1921,Purchase,Residential,1,81.48%,75.11%,82.41%,8.75%,1297.92,3.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,B+,15,1
1922,Purchase,Residential,1,76.00%,56.92%,87.29%,9.25%,1110,2.15%,0.25%,Suburban,Low,Value-Add,No,760-850,Excellent,< $10 Million,Experienced,A-,13,1
1923,Purchase,Mixed Use,13,76.52%,70.53%,80.46%,8.75%,7714.58,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Very Experienced,A,10,3
1924,Purchase,Residential,1,72.53%,57.74%,84.45%,8.75%,2420.83,2.00%,0.00%,Suburban,Low,Value-Add,No,680-699,High Acceptable,< $10 Million,Moderate Experience,B,16,1
1925,Purchase,Mixed Use,4,62.50%,56.84%,77.14%,10.00%,2250,1.50%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,$200 Million +,No Experience,A-,12,3
1926,Refinance(CEMA),Multi-Family,6,75.00%,66.67%,104.00%,8.85%,19175,2.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Very Experienced,A,9,10
1927,Purchase,Mixed Use,140,40.34%,7.06%,10.14%,13.00%,26000,3.00%,2.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,3,7
1928,Purchase,Mixed Use,16,71.11%,64.00%,72.73%,9.00%,16200,1.00%,1.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,7,3
1929,Refinance,Mixed Use,5,69.91%,71.69%,115.16%,8.75%,3397.92,1.00%,0.25%,Urban,Moderate,Value-Add,No,760-850,Excellent,< $10 Million,Experienced,A,11,1
1930,Refinance,Multi-Family,54,2.81%,0.00%,100.00%,15.00%,5625,3.00%,2.00%,Urban,Hign,Stabilized,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,1,1
1931,Refinance,Mixed Use,51,2.68%,0.00%,100.00%,15.00%,5625,3.00%,2.00%,Urban,Hign,Stabilized,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,4,7
1932,Refinance,Multi-Family,24,5.13%,0.00%,100.00%,15.00%,4375,3.00%,2.00%,Urban,Hign,Stabilized,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,4,7
1933,Refinance,Portfolio,0,2.54%,0.00%,100.00%,15.00%,5625,3.00%,2.00%,Urban,Hign,Stabilized,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,3,1
1934,Refinance,Multi-Family,6,70.03%,70.00%,175.00%,8.50%,9916.67,1.00%,0.10%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,B+,14,1
1935,Purchase,Residential,4,80.00%,0.00%,41.14%,8.90%,10680,2.00%,0.00%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,Experienced,B+,14,7
1936,Refinance,Residential,1,70.29%,63.71%,142.95%,9.50%,8827.08,2.00%,0.25%,Suburban,Low,Value-Add,No,680-699,High Acceptable,< $10 Million,Experienced,B+,15,2
1937,Refinance(CEMA),Residential,2,74.97%,68.62%,101.31%,9.50%,24581.25,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,A-,13,7
1938,Refinance(CEMA),Multi-Family,6,60.35%,65.43%,157.10%,8.00%,15833.33,2.25%,0.00%,Urban,Low,Value-Add,No,680-699,High Acceptable,< $10 Million,Experienced,A-,13,2
1939,Refinance,Mixed Use,20,70.06%,0.00%,82.57%,7.00%,3371.67,1.00%,0.00%,Urban,Hign,Stabilized,Yes,760-850,Excellent,< $10 Million,Experienced,A,9,3
1940,Refinance,Land,0,48.57%,47.93%,53.46%,10.50%,1216.25,2.00%,0.50%,Suburban,Low,Ground Up,No,700-759,Good,$10-40 Million,Experienced,A,11,2
1941,Refinance(CEMA),Multi-Family,5,69.90%,0.00%,120.00%,9.50%,2850,1.00%,0.00%,Suburban,Hign,Stabilized,Yes,680-699,High Acceptable,< $10 Million,Moderate Experience,A-,13,5
1942,Refinance(CEMA),Mixed Use,8,70.37%,0.00%,118.75%,9.50%,3760.42,1.00%,0.00%,Suburban,Hign,Stabilized,Yes,680-699,High Acceptable,< $10 Million,Moderate Experience,A-,13,2
1943,Purchase,Residential,1,75.59%,66.23%,86.96%,9.00%,3750,1.50%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Moderate Experience,A-,13,8
1944,Purchase,Residential,1,62.86%,49.48%,76.80%,9.00%,720,2.00%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,No Experience,B,16,1
1945,Purchase,Residential,2,74.17%,75.20%,90.34%,8.00%,1253.33,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Very Experienced,A,10,3
1946,Refinance,Residential,1,59.67%,0.00%,141.09%,9.00%,6825,2.00%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,Experienced,A-,13,1
1947,Purchase,Residential,1,75.00%,50.53%,67.61%,9.50%,760,3.00%,0.00%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,Experienced,A-,13,1
1948,Purchase,Multi-Family,9,61.11%,58.81%,81.14%,9.25%,1903.96,1.00%,0.00%,Suburban,Hign,Stabilized,No,760-850,Excellent,< $10 Million,Experienced,A,9,5
1949,Refinance,Residential,2,80.00%,75.20%,94.00%,13.00%,3055,3.00%,2.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,7,1
1950,Refinance,Residential,2,80.00%,41.38%,56.25%,13.00%,1950,3.00%,2.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,7,1
1951,Refinance,Residential,2,80.00%,75.00%,100.00%,13.00%,3250,3.00%,2.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$200 Million +,Very Experienced,A+,7,1
1952,Purchase,Residential,1,76.39%,69.23%,85.11%,8.50%,2550,2.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Very Experienced,A,9,1
1953,Purchase,Mixed Use,25,58.06%,63.67%,79.59%,10.00%,32500,1.50%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$10-40 Million,Experienced,A,9,3
1954,Purchase,Residential,1,63.64%,45.45%,63.56%,8.50%,2656.25,2.50%,0.00%,Urban,Low,Value-Add,No,760-850,Excellent,< $10 Million,Moderate Experience,A-,12,1
1955,Purchase,Residential,3,60.80%,59.58%,89.24%,8.75%,1042.71,1.00%,0.00%,Suburban,Low,Value-Add,Yes,680-699,High Acceptable,$10-40 Million,Very Experienced,A,11,3
1956,Purchase,Residential,1,49.73%,48.04%,85.02%,8.50%,1905.42,2.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Very Experienced,A+,7,8
1957,Purchase,Multi-Family,19,73.87%,69.45%,76.53%,9.50%,10996.25,2.00%,0.00%,Urban,Low,Value-Add,No,700-759,Good,$10-40 Million,Moderate Experience,A-,13,1
1958,Purchase,Multi-Family,20,70.97%,68.00%,74.03%,10.00%,28333.33,2.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$10-40 Million,Experienced,A,11,3
1959,Purchase,Residential,1,73.25%,58.91%,81.00%,9.00%,4860,2.00%,0.00%,Urban,Low,Value-Add,No,680-699,High Acceptable,< $10 Million,New to Market/Phase,B,16,2
1960,Refinance,Residential,1,70.00%,0.00%,172.98%,8.25%,7218.75,1.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,B+,14,1
1961,Refinance,Multi-Family,7,9.68%,35.71%,92.11%,10.00%,1458.33,4.00%,0.00%,Suburban,Low,Value-Add,No,680-699,High Acceptable,< $10 Million,Experienced,A-,12,2
1962,Refinance,Residential,1,74.98%,70.07%,176.82%,11.00%,17343.33,2.00%,0.10%,Suburban,Low,Value-Add,No,680-699,High Acceptable,< $10 Million,Moderate Experience,B,16,7
1963,Refinance,Land,0,58.02%,63.76%,112.27%,12.00%,10840,1.75%,0.25%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1964,Refinance,Land,0,58.02%,63.76%,112.27%,12.00%,10840,1.75%,0.25%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1965,Refinance,Land,0,58.02%,63.76%,112.27%,12.00%,10840,1.75%,0.25%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1966,Refinance,Land,0,58.02%,63.76%,112.27%,12.00%,10840,1.75%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1967,Refinance,Land,0,58.02%,63.76%,112.27%,12.00%,10840,1.75%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1968,Refinance,Land,0,58.02%,63.76%,112.27%,12.00%,10840,1.75%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1969,Refinance,Land,0,58.02%,63.76%,112.27%,12.00%,10840,1.75%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1970,Refinance,Land,0,58.02%,63.76%,112.27%,12.00%,10840,1.75%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1971,Refinance,Land,0,51.65%,61.94%,112.27%,12.00%,10840,1.75%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1972,Refinance,Land,0,58.18%,63.72%,94.56%,12.00%,13700,1.81%,1.50%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1973,Refinance,Land,0,53.19%,64.32%,115.35%,12.00%,11770,1.77%,1.50%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1974,Refinance,Land,0,53.19%,64.32%,115.35%,12.00%,11770,1.77%,1.50%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1975,Refinance,Land,0,53.19%,64.32%,115.35%,12.00%,11770,1.77%,1.50%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1976,Refinance,Land,0,53.19%,64.32%,115.35%,12.00%,11770,1.77%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1977,Refinance,Land,0,53.19%,64.32%,115.35%,12.00%,11770,1.77%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1978,Refinance,Land,0,53.19%,64.32%,115.35%,12.00%,11770,1.77%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1979,Refinance,Land,0,53.19%,64.32%,115.35%,12.00%,11770,1.77%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1980,Refinance,Land,0,53.19%,64.32%,115.35%,12.00%,11770,1.77%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1981,Refinance,Land,0,53.19%,64.32%,115.35%,12.00%,11770,1.77%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1982,Refinance,Land,0,53.19%,64.32%,115.35%,12.00%,11770,1.77%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1983,Refinance,Land,0,53.19%,64.32%,115.35%,12.00%,11770,1.77%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1984,Refinance,Land,0,53.19%,64.32%,115.35%,12.00%,11770,1.77%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1985,Refinance,Land,0,53.19%,64.32%,115.35%,12.00%,11770,1.77%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1986,Refinance,Land,0,53.19%,64.32%,115.35%,12.00%,11770,1.77%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1987,Refinance,Land,0,53.19%,64.32%,115.35%,12.00%,11770,1.77%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1988,Refinance,Land,0,53.19%,64.32%,115.35%,12.00%,11770,1.77%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1989,Refinance,Land,0,53.19%,64.32%,115.35%,12.00%,11770,1.77%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1990,Refinance,Land,0,53.19%,64.32%,115.35%,12.00%,11770,1.77%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1991,Refinance,Land,0,53.19%,64.32%,136.96%,12.00%,11770,1.77%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1992,Refinance,Land,0,53.19%,64.32%,115.35%,12.00%,11770,1.77%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1993,Refinance,Land,0,51.02%,64.70%,117.31%,12.00%,11970,1.77%,0.00%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
1994,Purchase,Residential,2,66.67%,0.00%,80.00%,8.50%,1841.67,1.00%,0.00%,Suburban,Hign,Stabilized,Yes,700-759,Good,< $10 Million,Experienced,A,10,1
1995,Purchase,Residential,2,61.18%,0.00%,80.00%,8.50%,1841.67,1.00%,0.00%,Suburban,Hign,Stabilized,Yes,700-759,Good,< $10 Million,Experienced,A,10,3
1996,Refinance,Land,0,58.02%,63.76%,112.27%,12.00%,10840,1.75%,0.25%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$101-200 Million,Very Experienced,A,9,10
1997,Refinance,Land,0,58.02%,63.76%,112.27%,12.00%,10840,1.75%,1.50%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$101-200 Million,Very Experienced,A,9,10
1998,Refinance,Land,0,51.65%,61.94%,112.27%,12.00%,10840,1.75%,0.25%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$101-200 Million,Very Experienced,A,9,10
1999,Refinance,Land,0,58.02%,63.76%,112.27%,12.00%,10840,1.75%,1.50%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
2000,Refinance,Land,0,51.04%,62.57%,110.90%,12.00%,11920,1.77%,1.50%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$101-200 Million,Very Experienced,A,9,10
2001,Refinance,Land,0,56.98%,64.26%,110.90%,12.00%,11920,1.77%,0.25%,Urban,Low,Ground Up,Yes,650-679,Low Acceptable,$41-100 Million,Very Experienced,A,10,10
2002,Purchase,Residential,1,83.70%,70.96%,84.97%,8.00%,4446.67,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Very Experienced,A,11,1
2003,Refinance,Multi-Family,12,57.68%,60.54%,89.60%,11.00%,2053.33,2.00%,1.50%,Urban,Moderate,Value-Add,No,760-850,Excellent,< $10 Million,New to Market/Phase,A,11,1
2004,Purchase,Residential,4,74.03%,70.42%,75.00%,8.00%,2000,1.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$10-40 Million,Experienced,A,11,9
2005,Refinance,Portfolio,0,74.57%,67.78%,147.51%,10.00%,11333.33,1.50%,0.25%,Urban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Very Experienced,A,10,7
2006,Refinance,Mixed Use,22,54.05%,65.18%,123.73%,10.00%,30416.67,1.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$10-40 Million,Experienced,A,9,3
2007,Refinance,Residential,2,71.43%,62.50%,69.62%,8.50%,5843.75,1.87%,0.00%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,New to Market/Phase,B+,15,1
2008,Purchase,Residential,1,84.86%,75.36%,82.22%,8.75%,2697.92,2.00%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,B,16,1
2009,Purchase,Residential,1,83.57%,75.35%,84.92%,9.00%,4012.5,1.00%,0.00%,Suburban,Low,Value-Add,Yes,650-679,Low Acceptable,< $10 Million,Experienced,B-,17,1
2010,Purchase,Residential,1,73.46%,69.33%,84.73%,8.50%,1841.67,1.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A-,13,2
2011,Purchase,Residential,1,78.50%,68.26%,84.81%,9.25%,1765.21,4.00%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,New to Market/Phase,B,16,1
2012,Refinance,Residential,1,71.67%,73.18%,165.41%,8.50%,22029.17,1.00%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,Experienced,B+,14,5
2013,Purchase,Mixed Use,15,74.63%,66.55%,74.69%,9.00%,2745,1.00%,0.25%,Suburban,Moderate,Value-Add,Yes,650-679,Low Acceptable,$10-40 Million,Experienced,B+,14,3
2014,Purchase,Residential,1,81.15%,67.32%,85.29%,8.75%,2012.5,2.00%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,B+,15,2
2015,Purchase,Mixed Use,4,70.36%,63.75%,79.91%,9.50%,2826.25,2.00%,0.00%,Urban,Low,Value-Add,Yes,650-679,Low Acceptable,$10-40 Million,Experienced,B+,14,2
2016,Refinance,Multi-Family,19,52.17%,67.16%,107.29%,9.00%,8437.5,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Very Experienced,A+,7,5
2017,Purchase,Residential,1,74.49%,59.71%,84.69%,8.75%,3026.04,1.50%,0.00%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,Experienced,A-,13,10
2018,Refinance,Residential,2,70.00%,0.00%,131.85%,8.50%,6098.75,1.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Moderate Experience,A-,13,1
2019,Refinance,Mixed Use,3,69.64%,68.02%,112.50%,9.25%,4509.38,1.00%,0.00%,Urban,Hign,Stabilized,No,760-850,Excellent,< $10 Million,Moderate Experience,A,10,9
2020,Refinance,Residential,1,52.53%,46.67%,152.66%,8.55%,4089.75,1.50%,0.00%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,New to Market/Phase,A-,13,1
2021,Purchase,Residential,1,80.94%,75.03%,83.73%,8.75%,2289.58,2.00%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,B,16,1
2022,Refinance,Residential,2,64.05%,60.64%,86.67%,9.00%,1560,1.50%,0.25%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,A-,13,1
2023,Refinance,Multi-Family,15,69.77%,67.03%,113.62%,9.00%,9300,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Very Experienced,A,9,5
2024,Refinance(CEMA),Mixed Use,8,65.16%,65.34%,125.88%,11.00%,19616.67,3.00%,0.50%,Urban,Low,Value-Add,No,650-679,Low Acceptable,$10-40 Million,Experienced,A-,13,2
2025,Refinance,Residential,1,78.71%,68.43%,139600000.00%,11.00%,12796.67,1.43%,0.00%,Urban,Low,Value-Add,Yes,650-679,Low Acceptable,$101-200 Million,Very Experienced,A,10,10
2026,Refinance,Multi-Family,10,9.00%,8.36%,30.43%,13.00%,7583.33,1.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Very Experienced,A,10,5
2027,Refinance,Residential,1,77.69%,67.29%,133900000.00%,11.00%,12274.17,1.41%,0.00%,Urban,Low,Value-Add,Yes,650-679,Low Acceptable,$101-200 Million,Very Experienced,A,10,10
2028,Refinance,Residential,1,77.69%,67.29%,133900000.00%,11.00%,12274.17,1.41%,0.00%,Urban,Low,Value-Add,Yes,650-679,Low Acceptable,$101-200 Million,Very Experienced,A,10,10
2029,Refinance,Residential,1,77.69%,67.29%,133900000.00%,11.00%,12274.17,1.41%,0.00%,Urban,Low,Value-Add,Yes,650-679,Low Acceptable,$101-200 Million,Very Experienced,A,10,10
2030,Refinance,Residential,1,77.69%,67.29%,133900000.00%,11.00%,12274.17,1.41%,0.00%,Urban,Low,Value-Add,Yes,650-679,Low Acceptable,$101-200 Million,Very Experienced,A,10,10
2031,Refinance,Residential,1,79.43%,68.79%,136900000.00%,11.00%,12549.17,1.42%,0.00%,Urban,Low,Value-Add,Yes,650-679,Low Acceptable,$101-200 Million,Very Experienced,A,10,10
2032,Refinance,Residential,1,79.43%,68.79%,136900000.00%,11.00%,12549.17,1.42%,0.00%,Urban,Low,Value-Add,Yes,650-679,Low Acceptable,$101-200 Million,Very Experienced,A,10,10
2033,Refinance,Residential,1,78.27%,67.79%,134900000.00%,11.00%,12365.83,1.41%,0.00%,Urban,Low,Value-Add,Yes,650-679,Low Acceptable,$101-200 Million,Very Experienced,A,10,10
2034,Refinance,Residential,1,78.27%,67.79%,134900000.00%,11.00%,12365.83,1.41%,0.00%,Urban,Low,Value-Add,Yes,650-679,Low Acceptable,$101-200 Million,Very Experienced,A,10,10
