Account_Num,Loan_Type,Property_Type,Units,LTV,ARV,LT2,Interest_Rate,Monthly_Payment,Origination_Fee,Service_Fee,Location,Occupancy,Developmental_Stage,Repeat_Borrower,Credit_Score,Credit_Rating,Sponsor_Track_Record,Sponsor_Experience,Risk_Grade,Risk_Score,target
1643,0,5,0,61.77,0.00,62.67,10.00,3916.67,1.50,0.00,1,2,1,0,5,4,0,2,8,10,1
1644,1,5,0,79.78,62.49,84.97,9.00,19800,1.00,0.00,0,0,0,1,6,6,0,2,8-,13,8
1645,0,5,0,5.42,4.42,36.67,9.00,4125,0.00,0.00,0,0,0,1,6,6,1,2,8-,12,7
1646,0,3,3,17.50,29.03,68.87,11.00,8250,1.00,0.00,0,0,0,0,5,4,0,3,8,11,1
1647,1,1,5,67.80,46.15,70.01,11.25,5625,1.00,0.00,0,2,1,0,5,4,0,3,8,10,1
1648,0,4,0,58.33,62.79,75.35,11.75,1586.25,2.00,0.00,1,0,2,0,3,03,0,3,5,16,5
1649,1,4,0,37.50,7.70,15.39,13.00,17376.67,3.00,2.00,0,0,2,1,5,4,4,4,9,5,7
1650,1,4,0,25.00,12.12,24.23,18.00,37875,3.00,0.00,0,0,2,1,5,4,4,4,8,9,7
1651,1,0,1,76.67,67.74,84.85,9.00,1575,2.00,0.00,1,0,0,1,5,4,1,2,8-,13,1
1652,0,4,0,49.98,19.07,34.44,16.00,18493.33,3.00,0.50,0,0,2,1,5,4,4,4,9,6,5
1653,0,0,4,50.02,18.20,34.44,13.00,13953.33,3.00,2.00,0,0,2,1,5,4,4,4,9,6,5
1654,1,0,1,61.28,59.42,72.22,10.50,7201.25,1.50,1.25,1,0,0,1,6,6,1,2,8,11,1
1655,0,0,4,50.00,18.53,35.43,13.00,14354.17,3.00,2.00,0,0,2,1,5,4,4,4,9,6,2
1656,1,0,1,80.48,69.32,84.62,8.75,1844.79,2.00,0.00,1,0,0,1,3,03,1,2,5,16,1
1657,1,0,1,70.00,60.29,83.19,8.75,1494.79,2.00,0.00,0,0,0,1,3,03,1,2,6,14,7
1658,1,0,1,80.00,69.43,82.11,8.75,1341.67,2.00,0.00,1,0,0,1,3,03,1,2,5,16,7
1659,1,0,4,74.68,0.00,74.68,9.50,934.17,3.00,0.00,0,2,1,0,3,03,0,3,8-,13,2
1660,1,0,1,78.04,69.41,83.08,8.75,1720.83,2.00,0.00,1,0,0,1,3,03,1,2,6,15,1
1661,1,0,1,73.63,67.74,85.05,8.75,3062.5,2.00,0.00,1,0,0,1,3,03,1,2,6,15,1
1662,0,4,0,56.00,11.43,16.98,12.00,56000,3.00,2.00,0,0,2,1,6,6,1,4,8,8,10
1663,1,0,1,80.40,69.25,77.81,8.75,2019.79,2.00,0.00,1,0,0,1,3,03,1,2,5,16,1
1664,0,4,0,65.05,57.25,70.38,9.99,12154.5,1.50,0.00,0,0,2,1,5,4,1,2,8-,12,3
1665,1,5,0,62.22,62.81,80.45,9.00,6712.5,1.00,0.00,1,0,0,0,6,6,1,2,8,11,1
1666,1,1,3,65.57,65.93,80.00,11.00,2750,2.00,0.00,0,0,0,0,5,4,0,2,8-,12,2
1667,0,0,4,70.00,64.80,81.92,10.00,2700,2.00,1.00,1,0,0,1,2,1,1,2,5,16,10
1668,0,2,15,70.00,64.97,47.80,10.00,5008.33,2.00,0.00,1,0,0,1,3,03,1,2,6,15,1
1669,0,0,1,70.00,0.00,52.50,10.00,525,3.00,0.00,1,0,0,1,3,03,1,2,6,15,10
1670,1,0,1,72.12,69.45,79.58,8.99,1430.91,2.00,0.00,1,0,0,1,5,4,0,1,5,16,1
1671,1,0,2,68.89,66.99,84.52,9.25,4208.75,0.50,0.00,0,0,0,1,3,03,0,3,6,15,1
1672,0,2,6,75.29,64.63,72.55,10.00,2908.33,2.00,0.50,1,0,0,1,2,1,1,4,6,14,10
1673,1,0,1,74.00,66.90,70.71,8.75,1414.58,2.00,0.00,1,0,0,1,3,03,1,2,6,15,1
1674,0,4,0,50.00,22.58,34.86,13.00,9479.17,3.00,2.00,0,0,2,1,5,4,4,4,9,6,7
1675,1,3,1,61.60,0.00,70.00,11.00,7058.33,1.50,0.00,0,0,0,1,6,6,0,2,8,11,2
1676,0,4,0,50.00,26.15,60.63,13.00,4604.17,3.00,0.00,0,0,2,1,5,4,2,4,8,8,1
1677,0,1,16,70.00,0.00,70.00,10.50,4287.5,2.00,0.00,0,2,1,1,6,6,1,4,9,6,10
1678,1,0,1,34.61,0.00,75.09,9.00,1492.5,1.50,0.00,0,0,0,1,5,4,0,2,8,10,1
1679,1,0,1,80.00,68.63,81.30,8.75,2377.08,2.00,0.00,1,0,0,1,3,03,1,2,5,16,1
1680,1,0,1,69.67,68.91,80.55,9.00,5685,2.00,0.00,1,0,0,1,4,23,2,4,8,11,1
1681,1,2,6,67.46,66.69,81.15,8.99,6869.86,1.00,0.00,0,0,0,0,5,4,0,3,8-,13,1
1682,0,4,0,49.99,26.00,37.26,13.00,24505,3.00,2.00,0,0,2,1,5,4,4,4,9,6,5
1683,1,0,1,57.48,0.00,80.16,9.00,2910,1.50,0.00,0,0,0,1,4,23,0,3,8-,13,1
1684,1,0,1,84.93,71.23,79.29,8.75,4856.25,2.00,0.50,0,0,0,1,5,4,0,2,6,14,1
1685,1,0,1,67.69,64.53,84.95,8.75,4469.79,2.00,0.00,1,0,0,1,5,4,0,3,6,14,1
1686,0,0,2,51.67,0.00,164.37,8.75,11302.08,1.00,0.50,0,0,0,1,6,6,1,3,8,10,1
1687,0,0,2,70.00,0.00,134.62,9.25,13489.58,1.00,0.75,0,0,0,0,5,4,0,3,6,14,10
1688,1,0,1,75.12,61.28,85.05,8.75,1742.71,2.00,0.00,1,0,0,1,3,03,1,2,6,15,7
1689,0,3,1,50.10,0.00,186.92,11.00,2227.5,2.00,0.00,1,0,0,1,2,1,1,2,6,14,10
1690,0,2,20,60.38,65.00,60.68,10.00,6500,2.00,0.50,1,0,0,1,2,1,1,4,8-,13,10
1691,1,0,1,76.80,70.08,81.80,8.75,3295.83,2.00,0.00,0,0,0,1,4,23,1,2,8-,13,7
1692,1,0,1,65.00,67.75,85.01,8.75,1976.04,2.00,0.00,1,0,0,1,3,03,1,2,6,14,1
1693,0,4,0,50.00,27.69,47.97,13.00,4875,3.00,2.00,0,0,2,1,5,4,2,4,8,8,7
1694,0,0,4,64.70,65.80,142.31,9.25,24473.96,1.00,0.00,0,0,0,1,4,23,1,2,8-,12,10
1695,0,4,0,49.99,26.80,100.00,13.00,19088.33,3.00,0.00,0,0,2,1,5,4,2,4,8,8,7
1696,0,4,0,50.00,27.68,39.94,13.00,20312.5,3.00,2.00,0,0,2,1,5,4,4,4,9,6,7
1697,1,4,0,49.53,0.00,60.00,12.00,21000,3.00,2.00,0,0,2,1,5,4,1,4,8,9,4
1698,1,3,36,53.33,0.00,84.62,10.80,39600,2.50,0.00,1,1,0,0,5,4,1,2,8,10,4
1699,0,4,0,50.00,28.13,49.29,13.00,4875,3.00,2.00,0,0,2,1,5,4,2,4,8,8,7
1700,0,4,0,50.00,27.69,49.29,13.00,4875,3.00,2.00,0,0,2,1,5,4,4,4,9,6,1
1701,0,4,0,50.05,29.13,53.45,13.00,5286.67,3.00,2.00,0,0,2,1,5,4,2,4,8,8,1
1702,0,4,0,50.00,26.98,100.00,13.00,4604.17,3.00,2.00,0,0,2,1,5,4,2,4,8,8,7
1703,1,0,1,80.00,65.38,82.93,8.50,6020.83,1.00,0.00,1,0,0,1,6,6,0,2,6,14,1
1704,1,0,1,64.06,56.35,85.00,8.75,1859.38,1.00,0.00,1,0,0,1,5,4,0,2,8-,13,1
1705,0,4,0,49.98,24.68,100.00,13.00,16109.17,3.00,0.00,0,0,2,1,5,4,2,4,8,8,7
1706,0,4,0,50.00,23.97,36.80,13.00,15708.33,3.00,0.50,0,0,2,1,5,4,4,4,9,6,7
1707,1,4,0,50.00,0.00,62.20,12.00,4250,3.00,2.00,0,0,2,1,5,4,1,4,8,9,4
1708,1,5,0,39.03,6.82,11.63,13.00,31503.33,3.00,2.00,0,0,0,1,5,4,4,4,9,4,7
1709,1,5,0,10.41,4.34,7.40,18.00,27735,3.00,0.00,0,0,0,1,5,4,2,4,8,10,7
1710,0,0,2,80.00,55.10,87.06,9.50,12540,1.50,0.00,0,0,0,0,6,6,0,2,8-,13,1
1711,0,2,8,65.03,56.57,76.42,10.99,19946.85,2.00,0.00,0,0,0,0,5,4,1,3,8-,12,7
1712,1,0,1,77.78,68.82,80.00,8.75,2333.33,2.00,0.00,1,0,0,1,3,03,1,2,6,15,1
1713,0,4,0,50.00,22.28,29.99,13.00,23291.67,3.00,0.00,0,0,2,1,5,4,2,4,8,8,7
1714,1,0,1,80.00,75.00,82.50,8.75,6015.63,2.00,0.75,0,0,0,1,5,4,0,2,6,14,3
1715,1,0,2,85.08,72.47,84.30,9.25,5418.96,0.50,1.00,0,0,0,1,3,03,0,3,5-,17,1
1716,1,5,0,30.18,17.26,15.58,13.00,30615,3.00,2.00,0,0,0,1,5,4,2,4,9,6,7
1717,1,5,0,8.05,14.05,12.68,18.00,34500,3.00,0.00,0,0,0,1,5,4,2,4,8,9,7
1718,0,1,12,69.57,69.04,60.48,9.00,18900,1.00,0.75,0,0,0,1,4,23,0,3,6,15,3
1719,1,4,0,50.00,0.00,59.43,12.00,10400,3.00,1.50,0,0,2,1,5,4,1,4,8,9,4
1720,0,0,1,16.55,16.55,16.55,12.00,2400,0.50,0.00,1,0,0,1,4,23,0,3,6,15,1
1721,0,2,11,13.91,13.48,14.16,12.00,12000,1.50,1.00,0,0,0,1,5,4,2,4,9,7,10
1722,1,5,0,64.65,0.00,80.00,10.00,4633.33,2.00,1.00,1,2,1,0,6,6,0,3,8,10,1
1723,1,3,1,77.75,58.03,79.99,10.00,25508.33,1.00,0.00,0,0,0,0,2,1,1,2,6,15,10
1724,1,0,1,78.97,70.18,83.55,9.00,1447.5,2.00,0.00,1,0,0,1,5,4,1,2,8-,13,1
1725,1,0,1,88.57,0.00,52.54,10.25,2647.92,1.50,1.25,0,0,0,0,5,4,1,4,8,11,3
1726,1,2,84,63.03,24.19,34.47,11.50,7187.5,1.25,1.50,0,0,0,0,3,03,1,2,8-,13,1
1727,0,4,0,48.00,69.47,54.04,10.00,1925,2.00,1.00,1,0,2,1,5,4,1,2,8,11,5
1728,1,0,1,80.00,69.09,68.84,8.75,1385.42,2.00,0.00,1,0,0,1,3,03,1,2,5,16,1
1729,0,2,58,69.84,68.89,90.63,8.65,14524.79,2.25,0.00,2,0,0,0,3,03,1,4,6,14,5
1730,1,0,1,83.37,69.37,80.59,8.75,9989.58,2.00,0.75,0,0,0,0,3,03,2,4,8-,12,7
1731,0,0,1,61.54,0.00,133.33,8.00,13333.33,0.63,0.00,1,0,0,0,5,4,0,3,6,14,1
1732,0,1,9,70.00,59.40,76.22,12.00,18710,3.50,2.00,1,0,0,0,6,6,0,2,8-,13,7
1733,0,2,7,65.22,56.07,77.59,9.99,6418.58,2.00,0.00,0,0,0,0,6,6,0,3,8-,12,2
1734,1,0,4,75.71,73.01,81.89,8.25,10415.63,0.50,0.25,0,0,0,1,4,23,0,3,6,15,7
1735,1,0,1,75.08,0.00,80.00,8.00,8133.33,2.00,0.00,1,0,0,0,5,4,0,3,6,15,1
1736,1,0,1,78.41,53.63,85.06,9.50,26322.92,1.00,0.00,1,0,0,0,5,4,0,2,6,14,3
1737,0,2,10,71.52,66.33,73.01,9.50,26125,1.00,0.00,0,0,0,1,6,6,1,2,8,11,5
1738,0,0,1,65.63,65.29,87.93,11.00,5206.67,2.00,0.00,1,0,0,1,3,03,1,4,8-,12,7
1739,0,4,0,29.45,56.97,86.37,11.00,4647.5,2.00,1.00,1,0,2,1,3,03,1,4,8-,12,2
1740,0,4,0,32.73,64.66,100.35,11.00,7883.33,2.00,1.00,1,0,2,1,3,03,1,4,8-,12,5
1741,1,0,1,80.00,69.71,76.11,8.75,1728.13,2.00,0.00,1,0,0,0,6,6,1,2,8-,13,5
1742,0,0,1,72.00,0.00,60.00,9.00,9450,2.00,0.00,0,2,1,0,5,4,0,3,8,11,10
1743,1,0,3,64.86,66.39,78.99,8.95,19436.42,1.00,0.00,0,0,0,1,6,6,0,3,8-,12,1
1744,0,4,0,54.51,29.54,583.33,11.50,33541.67,1.00,0.25,1,0,2,1,5,4,0,2,8-,13,3
1745,0,4,0,38.46,19.83,61.54,12.00,40000,2.00,2.00,0,0,2,1,5,4,1,4,8,8,10
1746,0,2,8,66.37,69.26,77.62,10.00,21500,2.00,1.25,0,0,0,1,2,1,4,4,8,10,10
1747,1,0,1,80.00,62.99,80.00,10.00,3333.33,1.00,0.00,0,0,0,0,4,23,1,4,8-,12,6
1748,1,1,6,78.67,67.38,74.67,9.99,2355.98,1.50,0.00,0,1,0,0,3,03,0,3,6,15,3
1749,1,0,1,85.00,69.09,82.61,9.00,1425,2.00,0.00,1,0,0,1,5,4,1,2,6,14,1
1750,1,0,1,79.17,68.89,80.21,8.50,4391.67,1.00,0.00,1,0,0,1,6,6,0,2,8-,13,1
1751,1,0,2,78.80,61.73,85.41,8.75,4951.04,3.00,0.00,0,0,0,1,5,4,0,2,8-,13,1
1752,1,0,2,80.00,68.29,84.85,8.75,5104.17,3.00,0.00,0,0,0,1,5,4,0,2,6,14,2
1753,1,0,1,74.29,65.45,80.00,9.00,2700,2.00,0.00,1,0,0,0,3,03,0,2,5,16,1
1754,0,4,0,50.00,64.58,129.22,13.00,33583.33,3.00,2.00,0,0,2,1,5,4,1,4,8,9,10
1755,0,0,1,72.64,70.97,96.55,8.75,16041.67,1.00,0.00,1,0,0,0,4,23,0,0Experience,3,18,1
1756,1,0,1,70.65,61.77,85.12,9.25,2821.25,0.50,0.00,0,0,0,1,3,03,0,3,5,16,1
1757,1,0,1,64.97,71.47,84.98,8.00,7146.67,2.00,0.00,1,0,0,1,4,23,2,4,8,10,1
1758,0,0,1,57.25,0.00,404.99,9.50,14780.42,1.00,0.00,1,0,0,0,5,4,0,0Experience,5,16,1
1759,1,0,1,58.75,62.65,81.92,9.00,7987.5,2.00,0.00,1,0,0,0,5,4,0,3,8-,13,1
1760,0,2,12,75.05,0.00,0.00,5.80,9521.67,1.00,0.00,0,1,0,1,6,6,4,4,9,5,2
1761,1,0,1,85.00,70.44,71.48,9.00,4755,1.00,0.00,1,0,0,1,5,4,0,2,6,15,9
1762,0,0,1,62.40,0.00,162.50,7.95,8612.5,1.00,0.25,1,0,0,1,5,4,0,2,8-,13,1
1763,0,4,0,44.42,23.16,36.05,13.00,16120,3.00,0.00,0,0,2,1,5,4,4,4,9,6,7
1764,0,2,18,74.94,65.21,72.12,11.00,4363.33,3.00,0.00,0,0,0,0,1,1,0,3,3,18,3
1765,0,4,0,44.39,23.14,36.02,13.00,16109.17,3.00,2.00,0,0,2,1,5,4,4,4,9,5,7
1766,0,4,0,50.00,0.00,70.59,12.00,6000,2.00,2.00,0,0,2,1,2,1,0,1,5-,17,2
1767,0,0,2,71.82,70.22,144.95,9.00,11850,1.00,0.75,0,0,0,0,5,4,0,2,8-,13,1
1768,1,0,1,80.22,68.15,85.34,8.75,3354.17,3.00,0.00,0,0,0,1,5,4,0,2,6,14,1
1769,0,4,0,40.00,60.77,56.43,12.00,2370,4.00,2.00,0,0,2,1,2,1,0,3,6,15,1
1770,0,1,12,65.00,0.00,0.00,5.35,8403.96,1.00,0.00,0,2,1,1,5,4,0,2,8,9,2
1771,0,2,12,70.00,0.00,0.00,6.65,9503.96,1.00,0.00,0,2,1,0,2,1,1,2,8-,12,2
1772,1,4,0,42.67,70.67,80.00,10.00,3533.33,2.00,1.00,1,0,2,1,5,4,1,2,8,11,5
1773,1,4,0,50.00,12.50,14.15,10.00,625,2.00,0.00,1,0,2,1,5,4,1,2,5,16,5
1774,1,1,17,59.82,55.83,75.97,9.99,13944.38,3.00,0.00,0,2,1,1,5,4,0,4,9,7,1
1775,1,0,1,67.07,63.16,80.46,9.00,900,2.50,1.00,1,0,0,0,5,4,0,4,8,11,1
1776,0,4,0,50.00,26.44,39.52,13.00,18687.5,3.00,2.00,0,0,2,1,5,4,4,4,9,6,5
1777,0,2,24,75.01,73.80,220.10,13.00,49367.5,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
1778,1,4,0,58.40,56.64,74.96,11.00,13759.17,2.00,0.00,0,0,2,1,6,6,1,3,8,11,2
1779,0,4,0,50.03,64.99,128.41,13.00,32738.33,2.00,2.00,0,0,2,1,5,4,1,4,8,9,10
1780,1,2,9,77.00,57.75,62.22,9.25,10683.75,2.00,0.00,0,2,1,0,4,23,0,2,8,11,3
1781,1,0,2,85.43,57.53,84.00,8.00,2800,2.01,0.00,0,0,0,1,4,23,2,4,8,11,1
1782,0,2,10,75.00,0.00,0.00,6.10,13038.75,2.00,0.00,0,2,1,1,5,4,2,4,9,6,2
1783,1,0,1,72.04,66.00,85.16,8.75,2887.5,2.00,0.00,0,0,0,0,6,6,0,2,8-,12,1
1784,0,0,4,53.27,63.24,108.92,9.50,27162.08,2.00,0.00,0,0,0,0,3,03,0,2,8-,13,3
1785,0,4,0,50.00,24.84,36.23,13.00,10833.33,3.00,2.00,0,0,2,1,5,4,4,4,9,6,5
1786,0,1,3,62.05,68.49,73.11,10.50,3176.25,1.00,0.00,0,0,0,0,6,6,1,2,8,10,1
1787,0,1,4,65.12,0.00,1000.00,11.25,6562.5,1.00,0.00,1,1,0,1,5,4,0,2,8-,12,3
1788,0,4,0,50.00,65.05,120.97,13.00,32770.83,3.00,2.00,0,0,2,1,5,4,1,4,8,9,10
1789,1,1,6,73.85,50.53,70.82,10.00,1600,2.00,0.00,0,0,0,0,2,1,0,4,6,14,5
1790,0,2,8,75.00,66.89,55.78,9.50,19593.75,2.00,0.00,0,0,0,1,4,23,2,4,8,10,10
1791,0,0,3,59.09,56.12,79.60,9.50,13284.17,1.00,0.00,0,0,0,0,5,4,0,2,8,11,7
1792,0,0,1,70.94,64.06,110.09,9.50,14250,2.50,0.00,1,0,0,0,3,03,1,4,8-,13,10
1793,1,0,1,77.93,68.83,84.94,8.75,1932.29,2.00,0.00,1,0,0,1,5,4,0,2,6,14,1
1794,0,1,3,70.00,0.00,75.00,13.00,2275,3.00,2.00,0,2,1,1,6,6,4,4,9,3,1
1795,0,0,2,80.00,55.25,89.11,13.00,2394.17,3.00,2.00,0,0,0,1,6,6,4,4,9,7,7
1796,1,4,0,47.50,61.28,76.11,12.00,2390,4.00,2.00,0,0,0,1,2,1,0,3,6,14,1
1797,0,5,0,67.20,45.91,110.52,9.00,2272.5,1.50,0.00,0,0,0,0,6,6,0,2,8-,12,1
1798,1,3,15,75.00,0.00,75.00,11.00,35750,1.25,0.25,1,0,0,1,3,03,1,2,6,15,1
1799,0,0,3,53.43,65.05,105.71,9.50,23433.33,2.00,0.00,0,0,0,0,5,4,1,3,8,11,5
1800,1,1,4,71.26,0.00,74.90,10.25,3134.79,2.00,0.00,0,2,1,0,5,4,0,1,8-,12,1
1801,1,0,1,80.00,61.96,74.62,9.50,2501.67,0.50,0.00,0,0,0,1,3,03,0,3,5-,17,1
1802,1,1,8,73.85,69.09,78.27,8.75,5541.67,1.00,0.00,1,0,0,1,4,23,1,4,8-,12,3
1803,1,2,10,72.86,0.00,0.00,5.75,1221.88,1.00,0.00,1,0,0,0,5,4,0,2,6,14,2
1804,1,1,3,78.26,67.25,71.26,8.75,1961.46,1.00,0.00,1,0,0,1,4,23,1,4,8-,12,3
1805,1,0,1,80.00,57.30,80.00,9.00,795,3.00,0.00,0,0,0,0,5,4,0,2,6,14,1
1806,1,0,4,59.23,0.00,0.00,6.99,897.05,1.50,0.00,1,2,1,0,5,4,0,3,8,10,2
1807,0,0,4,75.36,65.07,99.33,10.00,1241.67,2.00,0.00,0,0,0,0,6,6,0,4,8,10,1
1808,0,1,4,65.49,62.59,102.97,9.75,6483.75,3.00,0.00,1,0,0,0,5,4,0,4,8,11,2
1809,1,0,1,60.63,52.60,72.71,8.65,4454.75,1.25,0.00,1,0,0,1,5,4,4,3,8,10,1
1810,1,0,1,78.12,64.00,84.71,8.50,3060,2.00,0.00,0,0,0,1,6,6,2,4,8,8,1
1811,1,0,2,75.36,68.50,79.34,8.75,3820.83,3.00,0.00,0,0,0,1,5,4,0,2,8-,13,1
1812,1,2,7,79.35,63.33,80.19,10.00,1108.33,2.00,0.00,1,1,0,0,5,4,0,1,6,15,1
1813,0,0,1,60.00,47.22,70.69,8.75,1239.58,2.00,0.00,1,0,0,0,3,03,0,2,6,15,1
1814,1,0,2,68.00,58.50,85.09,8.75,853.13,1.00,0.00,0,0,0,1,4,23,1,4,8,10,1
1815,1,1,24,70.00,41.75,60.37,10.00,5775,1.00,0.00,0,0,0,1,6,6,0,2,8-,12,2
1816,0,0,1,70.00,0.00,0.00,5.60,16333.33,3.90,0.00,1,0,0,1,5,4,0,2,6,14,2
1817,1,2,5,58.28,0.00,75.11,9.75,1373.13,2.00,0.00,0,1,0,0,5,4,0,3,8,11,2
1818,1,1,3,64.29,56.25,64.33,10.50,787.5,2.00,0.00,0,0,0,0,4,23,0,0Experience,5,16,1
1819,0,4,0,60.00,15.22,32.38,13.00,2762.5,3.00,2.00,0,0,2,1,6,6,4,4,9,6,7
1820,0,4,0,60.00,15.83,35.65,13.00,10887.5,3.00,0.00,0,0,0,1,6,6,4,4,9,5,7
1821,0,4,0,60.00,16.48,26.26,13.00,10887.5,3.00,2.00,0,0,2,1,6,6,4,4,9,6,7
1822,1,2,8,61.17,63.73,80.00,9.25,22107.5,1.00,0.00,0,0,0,1,4,23,1,2,8-,12,10
1823,1,4,0,38.94,9.87,15.44,12.00,1830,2.00,1.25,0,0,2,1,3,03,2,4,8,9,1
1824,1,4,0,35.19,9.61,15.44,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1825,1,4,0,37.35,10.46,16.83,12.00,1830,2.00,0.00,0,0,0,1,3,03,2,4,8,8,1
1826,1,4,0,41.59,10.76,16.83,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1827,1,4,0,41.59,10.76,16.83,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1828,1,5,0,52.76,40.32,83.27,9.00,765,2.50,0.00,0,0,0,0,5,4,0,3,8-,12,1
1829,1,4,0,41.59,10.76,16.83,12.00,1830,2.00,2.00,0,0,2,1,3,03,2,4,8,9,1
1830,1,4,0,41.59,10.76,16.83,12.00,1830,2.00,2.00,0,0,2,1,3,03,2,4,8,9,1
1831,1,4,0,41.59,10.76,16.83,12.00,1830,2.00,2.00,0,0,2,1,3,03,2,4,8,9,1
1832,1,4,0,35.88,10.00,16.10,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1833,1,4,0,35.88,10.00,16.10,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1834,1,4,0,41.59,10.76,16.83,12.00,1830,2.00,2.00,0,0,2,1,3,03,2,4,8,9,1
1835,1,4,0,37.35,10.46,16.83,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1836,1,4,0,31.83,8.51,13.65,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1837,1,4,0,35.88,10.00,16.10,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1838,1,4,0,41.59,10.76,16.83,12.00,1830,2.00,2.00,0,0,2,1,3,03,2,4,8,9,1
1839,1,4,0,41.59,10.76,16.83,12.00,1830,2.00,2.00,0,0,2,1,3,03,2,4,8,9,1
1840,1,4,0,35.88,10.00,16.10,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1841,1,4,0,35.88,10.00,12.30,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1842,1,4,0,35.88,10.00,16.10,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1843,1,4,0,35.88,10.00,16.10,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1844,1,4,0,35.88,10.00,16.10,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1845,1,4,0,35.88,10.00,16.10,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1846,1,4,0,35.88,10.00,16.10,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1847,1,4,0,35.88,10.00,12.30,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1848,1,4,0,35.88,10.00,16.10,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1849,1,4,0,35.88,10.00,16.10,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1850,1,4,0,35.88,10.00,16.10,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1851,1,4,0,35.88,10.00,16.10,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1852,1,4,0,41.59,10.76,12.72,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1853,1,4,0,41.59,10.76,16.83,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1854,1,4,0,41.59,10.76,16.83,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1855,1,4,0,35.88,10.00,16.10,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1856,1,4,0,35.88,10.00,16.10,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1857,1,4,0,35.88,10.00,16.10,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1858,1,4,0,35.88,10.00,16.10,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1859,1,4,0,35.88,10.00,16.10,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1860,1,4,0,34.53,9.89,16.10,12.00,1830,2.00,0.00,0,0,2,1,3,03,2,4,8,9,1
1861,1,0,3,73.14,66.54,85.22,8.75,1261.46,1.00,0.00,0,0,0,1,4,23,1,4,8,11,3
1862,0,5,0,74.29,65.22,66.27,9.75,999.38,2.00,1.00,1,0,0,0,4,23,0,3,5,16,2
1863,0,2,12,70.00,65.33,66.55,9.50,3103.33,1.50,0.00,0,0,0,1,5,4,0,2,8-,13,10
1864,0,0,1,55.17,40.00,63.90,7.99,10653.33,1.00,0.00,1,0,0,1,5,4,0,2,8-,12,1
1865,0,4,0,60.00,53.41,94.74,13.00,39487.5,3.00,2.00,0,0,2,1,6,6,4,4,9,6,7
1866,0,4,0,59.29,57.00,92.17,13.00,9880,3.00,2.00,0,0,2,1,6,6,4,4,9,5,1
1867,1,1,2,74.67,67.93,80.00,8.75,13372.92,0.75,0.00,0,0,0,0,4,23,0,3,6,15,5
1868,1,3,1,71.52,0.00,71.85,10.25,32987.92,1.50,0.00,0,0,0,1,2,1,0,1,3,18,2
1869,0,1,3,70.00,0.00,700.00,10.25,896.88,2.50,0.00,0,2,1,0,5,4,0,3,8,11,2
1870,0,5,0,74.89,0.00,0.00,6.05,1699.04,1.50,0.00,1,2,1,1,6,6,0,2,8,10,2
1871,1,5,0,63.64,54.12,79.52,10.00,766.67,1.00,0.00,1,0,0,1,2,1,0,2,5,16,5
1872,1,5,0,67.20,54.71,80.00,10.00,1550,1.00,0.00,1,1,0,1,2,1,0,2,6,15,5
1873,1,2,5,80.00,56.36,80.00,9.00,4650,1.00,0.00,0,0,0,1,6,6,0,2,8-,13,1
1874,1,0,1,80.00,67.32,80.00,8.75,20125,1.00,0.25,0,0,0,1,5,4,0,2,6,14,1
1875,1,0,1,70.83,60.61,84.79,9.00,3000,2.00,0.00,1,0,0,0,5,4,1,2,8-,13,1
